epoch,accuracy,auc_6,loss,val_accuracy,val_auc_6,val_loss
0,0.20100000500679016,0.5171676874160767,1.607085108757019,0.18400000035762787,0.4978940486907959,1.607120394706726
1,0.21150000393390656,0.5323463678359985,1.586470127105713,0.18799999356269836,0.5914639830589294,1.546186089515686
2,0.26499998569488525,0.6259826421737671,1.4530963897705078,0.3919999897480011,0.7159579396247864,1.39794921875
3,0.3804999887943268,0.7258763313293457,1.3649091720581055,0.3400000035762787,0.7434120178222656,1.3379921913146973
4,0.3959999978542328,0.7500544786453247,1.2805278301239014,0.4359999895095825,0.7747299671173096,1.246887445449829
5,0.4325000047683716,0.7702054977416992,1.2413272857666016,0.46000000834465027,0.7907839417457581,1.2122544050216675
6,0.43700000643730164,0.7845021486282349,1.218689203262329,0.5040000081062317,0.8094059824943542,1.1810358762741089
7,0.4715000092983246,0.8022183179855347,1.1821341514587402,0.5040000081062317,0.8084859251976013,1.1764167547225952
8,0.4925000071525574,0.8097087144851685,1.1729137897491455,0.5239999890327454,0.8240339756011963,1.1539751291275024
9,0.5,0.8256226778030396,1.130428433418274,0.5080000162124634,0.8171820044517517,1.1783220767974854
10,0.5299999713897705,0.8316101431846619,1.1180659532546997,0.5400000214576721,0.8319560289382935,1.1340504884719849
11,0.5335000157356262,0.8396241664886475,1.0978562831878662,0.5440000295639038,0.8404120206832886,1.1150048971176147
12,0.5615000128746033,0.8542667627334595,1.0568405389785767,0.5720000267028809,0.8488000631332397,1.081215500831604
13,0.5590000152587891,0.8579384088516235,1.0422496795654297,0.5680000185966492,0.8628820180892944,1.0284920930862427
14,0.5920000076293945,0.867323100566864,1.0134700536727905,0.5879999995231628,0.8687880039215088,1.0096675157546997
15,0.5964999794960022,0.8684239983558655,1.0046786069869995,0.5519999861717224,0.844417929649353,1.0893266201019287
16,0.597000002861023,0.8762984871864319,0.9830599427223206,0.6039999723434448,0.8724319934844971,0.9983847141265869
17,0.6240000128746033,0.8868908882141113,0.9389616250991821,0.5920000076293945,0.8785159587860107,0.9736860990524292
18,0.628000020980835,0.8924111127853394,0.9184882640838623,0.6159999966621399,0.8802080154418945,0.983831524848938
19,0.6340000033378601,0.8923171758651733,0.9193006157875061,0.6159999966621399,0.8838720321655273,0.9585225582122803
20,0.6520000100135803,0.9026948809623718,0.8806503415107727,0.6359999775886536,0.8878960013389587,0.9435075521469116
21,0.6535000205039978,0.906456708908081,0.8595333695411682,0.628000020980835,0.8859080076217651,0.9496340155601501
22,0.6694999933242798,0.9059950709342957,0.8600381016731262,0.6480000019073486,0.8925719857215881,0.9237509369850159
23,0.675000011920929,0.9091974496841431,0.8485791683197021,0.6480000019073486,0.89490807056427,0.9095405340194702
24,0.6685000061988831,0.9115387201309204,0.8351388573646545,0.656000018119812,0.8895519375801086,0.9427160620689392
25,0.6614999771118164,0.9079667329788208,0.850836992263794,0.6399999856948853,0.8924079537391663,0.9213240742683411
26,0.6869999766349792,0.9184971451759338,0.802882969379425,0.6600000262260437,0.898360013961792,0.898713231086731
